"BehaviorSpace results (NetLogo 6.2.0)"
"PDv1.0.nlogo"
"experiment 1"
"08/15/2021 14:20:13:919 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","rounds-per-GA-event","cost-of-memory","split-finetune","err-p-magnitude","wildcard-finetune","duplication-finetune","population","win-lose-payout","duplication-p-magnitude","point-finetune","point-p-magnitude","lose-win-payout","error-finetune","split-p-magnitude","update-visuals?","assume-cooperation?","wildcard-p-magnitude","lose-lose-payout","turnover-rate","win-win-payout","[step]","first strategy-count","last strategy-count"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","36","[[1 1] [1 0] [0 1] [1 1 0 1 0 1 0 1] [1 0 1 0 1 0 1 0] [0 0 0 0] [1 1 0 1] [0 0] [1 1 0 1] [1 1 0 1] [1 1 0 1 0 1 0 1]]","[35 17 16 15 6 3 2 2 2 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","36","[[1 0] [1 1 1 1] [1 1] [1 0 1 1] [0 1] [1 0] [0 1 0 1] [1 0 1 1] [1 0 1 0] [0 0 0 1] [0 0 0 1] [0 0 0 1] [0 0 0 1]]","[29 16 15 15 9 5 3 2 2 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","37","[[1 1 0 1] [0 1] [1 0 0 0] [0 0] [1 1] [1 0] [1 0] [1 0 0 0] [1 0 1 0] [1 0 0 0] [1 0 0 0] [1 0 1 0] [1 0 0 0]]","[42 19 12 10 4 4 2 2 1 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","37","[[1 1 1 1] [0 1] [1 0] [1 1] [1 0 1 0] [1 0 0 0] [1 0 1 0 1 0 1 1] [1 0 1 0 1 0 1 1] [1 0 1 0 1 0 1 1] [1 0 1 0] [1 0 1 0]]","[31 18 17 16 9 2 2 2 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","38","[[0 0] [1 1] [1 0] [0 1] [1 1 1 1] [1 1 1 1] [0 0 0 0] [0 0 0 0] [0 0 0 0] [0 0 0 0] [0 1 1 1]]","[41 22 12 8 4 4 2 2 2 2 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","38","[[1 0] [1 0 0 0] [1 1 1 1] [0 0 0 1] [1 0 1 0] [1 1 0 0] [1 1] [0 0 0 1] [0 0 0 1] [0 1] [0 0 0 1] [0 0 0 1]]","[38 19 11 10 9 5 3 1 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","39","[[1 1] [1 0] [1 1 1 1 0 1 0 1] [0 1] [1 1 0 0] [1 0 1 0] [0 0 0 0] [1 1 1 1] [0 0] [1 1 0 0]]","[39 25 11 8 6 4 3 2 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","39","[[1 1] [0 1] [1 0] [1 1 1 1] [1 0 1 0] [1 0 0 0] [0 0 0 1] [0 0 0 1] [1 0 0 0] [1 0 1 0 1 0 1 0]]","[42 22 14 7 4 3 3 2 2 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","40","[[1 1] [1 0] [0 0] [1 0 1 0] [0 1] [1 1 1 1] [0 1 0 0] [1 1 0 1] [0 1 0 0] [0 1 0 0] [0 1 0 0]]","[37 24 12 8 7 6 2 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","40","[[1 1] [0 1] [0 0] [1 0] [1 1 1 1] [0 0 1 0] [0 0 1 0] [1 0 1 0 1 0 1 0] [1 0 1 0 1 0 1 0] [1 0 1 0 1 0 1 0]]","[38 19 16 13 5 3 3 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","41","[[1 1] [1 0] [1 1 1 1] [0 1 0 0] [1 1 1 1] [1 0 1 0] [0 0 0 1] [1 1 1 1] [0 1 0 0] [0 0 0 1] [0 0 0 1]]","[38 23 9 9 9 5 2 2 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","41","[[1 1 1 1] [1 0] [1 1] [0 0] [0 1] [0 1 0 1] [0 1 1 1] [0 1 1 1] [0 1 1 1] [0 1 1 1] [0 1 1 1] [0 1 1 1] [0 1 1 1] [0 1 1 1]]","[44 14 13 9 8 4 1 1 1 1 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","42","[[0 0 0 1 0 0 0 1] [1 0 0 0] [0 0] [1 1] [1 0] [1 0] [0 0 0 1 0 0 0 1] [1 0 1 0] [0 0 0 1 0 0 0 1] [1 1 1 0 1 1 1 0] [0 0 0 1 0 0 0 1] [0 0 0 1 0 0 0 1] [1 1 1 0 1 1 1 0]]","[37 23 8 7 7 6 2 2 2 2 2 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","42","[[0 0] [1 0] [1 1 1 1] [0 1 0 1] [1 0 1 1] [1 0 1 1] [1 1] [1 0 1 1] [1 0 1 1] [1 0 1 1] [1 0 1 1]]","[44 16 14 11 9 1 1 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","43","[[0 0] [0 1 0 0] [1 0 1 0] [0 1] [1 0 1 1] [1 1] [1 0] [1 1 1 1] [1 1 1 1] [1 0 1 1] [1 1 1 1] [1 0 1 1] [1 0 1 1] [1 1 1 1]]","[36 21 11 9 6 5 2 2 2 2 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","43","[[1 0] [0 1] [1 1 1 1] [1 0] [1 0 0 0] [0 0] [0 0 0 0] [0 0] [0 0] [0 0 1 1]]","[44 13 13 12 8 3 2 2 2 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","44","[[1 1 1 1] [0 1] [1 0] [0 0 0 1 0 0 0 1] [1 0] [0 0] [1 0 1 1] [0 1] [0 1] [1 1] [0 0 0 0] [1 0 1 1]]","[37 22 11 7 7 5 3 3 2 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","44","[[1 1] [1 0] [1 1 1 1] [0 1] [0 0] [0 0 0 0] [1 0 1 1] [0 0 1 1] [0 0 1 1] [0 0 1 1] [1 1 0 1] [0 0 1 1]]","[43 14 11 10 9 4 3 2 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","45","[[0 0] [0 1 0 0] [0 0 0 0] [1 1 1 1] [1 0] [1 1] [1 0 1 0] [0 1] [0 1] [0 1 0 0] [0 1 0 0] [0 1 0 0] [0 1 0 0]]","[30 26 11 10 8 6 2 2 1 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","45","[[1 1] [1 0 1 1] [0 0] [1 0 1 0] [1 0] [0 0 0 0] [1 1 1 1] [0 1] [1 0 0 0] [1 1 0 1]]","[38 17 14 10 6 5 4 3 2 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","46","[[1 0] [1 1] [0 0] [0 1] [1 1 1 1] [0 1 0 0] [0 0 0 0] [1 0 1 0] [0 1 1 0 1 1 1 0] [1 1 1 1] [0 0 0 0]]","[34 19 12 11 10 5 3 2 2 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","46","[[1 1 0 1] [0 1] [0 1 1 1] [1 1] [1 1 1 1] [0 0] [1 0] [1 0 1 0] [1 0 1 1] [1 1 0 1] [1 0 0 0] [1 1 0 1]]","[40 16 12 8 7 5 4 3 2 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","47","[[1 1] [0 0 1 0] [0 1] [0 0] [1 0 1 0] [1 1 1 1] [0 0] [1 0] [0 0] [0 1 0 1] [0 0]]","[32 18 16 13 9 5 3 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","47","[[1 1] [1 0] [1 1 1 1] [0 1] [1 0 1 0] [0 0] [0 1] [1 0 0 0] [0 0 0 0] [1 0 1 0] [0 0 0 0]]","[45 13 12 8 8 5 3 2 2 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","48","[[1 1] [1 0] [0 1] [1 0 1 1] [1 0 1 0] [0 0] [1 1 1 1] [1 1 1 1] [1 1 1 1] [1 1 1 1]]","[32 20 19 13 8 4 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","48","[[1 0 1 1] [1 0] [1 1] [1 0 0 0] [0 1] [0 1] [0 1] [0 0] [1 1 1 1] [1 0 1 1] [0 1] [0 1 0 0] [1 0 0 0 1 0 0 0]]","[37 16 12 8 7 4 4 3 2 2 2 2 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","49","[[0 1] [1 0 1 0] [1 0] [1 1 1 1] [1 1 1 1] [1 1] [1 0 1 1] [1 0 1 1] [1 1 1 1] [1 1 1 0] [1 1 1 0] [1 0 1 1] [1 0 1 1] [1 0 1 1]]","[35 23 15 9 3 3 3 2 2 1 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","49","[[1 0 1 1] [1 1] [0 0 0 0] [0 0] [0 1] [0 0 0 0] [1 0 1 0] [1 0 0 0] [1 0] [1 0 0 0 1 0 0 0] [0 1] [1 0 0 0 1 0 0 0] [1 0 0 0 1 0 0 0]]","[35 17 14 10 7 4 3 3 2 2 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","50","[[1 1] [0 0 1 0] [1 1] [1 1] [0 0] [0 1 0 1] [1 0 1 0 1 0 1 0] [1 0] [1 1] [0 1] [1 1] [0 1 0 0]]","[31 22 15 13 5 3 2 2 2 2 2 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","50","[[1 0 1 1] [0 0] [0 1 0 1] [0 0] [1 1 1 1] [1 1 1 0] [1 1 1 0] [1 1] [1 0 0 1] [1 1 1 0] [1 1 1 0] [1 0 1 1] [1 1 1 0] [1 1 1 0]]","[31 20 15 8 8 4 2 2 2 2 2 2 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","51","[[1 1 1 1] [0 1] [1 0] [1 1] [0 0] [0 0 1 0] [0 1 0 1] [1 0 1 0] [0 0 1 0] [0 0 1 0] [1 0 1 0]]","[28 27 12 11 5 4 4 4 3 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","51","[[1 1] [0 1] [1 1 1 1] [1 0 0 1] [1 1 1 1] [1 1 1 1] [1 0] [1 0 1 1] [1 1 1 1] [1 1 1 1] [1 1 1 1] [0 0] [0 1 0 1]]","[30 20 12 10 5 4 3 3 3 3 3 3 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","52","[[1 0] [1 1] [0 0] [0 1] [1 1 1 1] [1 1 1 1] [1 0 0 0] [1 0 1 0] [1 0 0 0] [0 1 0 1]]","[32 26 12 9 6 6 4 3 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","52","[[1 1] [0 1] [0 0] [1 1 1 1] [0 0] [1 0 1 0] [1 0 1 1] [0 0 0 1] [0 0] [1 0 1 1] [1 1 1 0] [1 0 1 1]]","[32 19 14 13 4 4 4 3 2 2 2 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","53","[[0 0 1 0] [0 1] [1 0] [1 1] [1 1 1 1] [1 1 1 0] [1 0 1 1] [0 0] [0 1] [0 0 0 0] [1 1 1 0] [0 1] [1 1 1 0]]","[30 26 12 9 7 4 3 2 2 2 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","53","[[1 1] [1 1 1 1] [0 1] [1 1 1 1] [0 0] [1 0] [0 0 0 1] [1 1 1 1] [1 0 1 0] [1 0] [1 1 1 0]]","[37 15 13 11 6 6 3 3 3 2 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","54","[[0 1] [1 0] [1 1] [0 0 1 0] [0 0] [0 0 1 0 0 0 1 0] [1 0 1 0] [0 0 0 0] [1 1 1 1] [0 0 1 0 0 0 1 0] [0 0 0 0]]","[34 24 15 7 6 5 3 2 2 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","54","[[1 1] [1 1 1 1] [1 0 0 1] [1 0 1 0] [1 0 1 0 1 0 1 0] [1 0] [0 1] [1 0 1 0 1 0 1 0] [1 0 1 0 1 0 1 0] [1 0 1 0 1 0 1 0] [1 0 1 0 1 0 1 0] [0 1 0 1]]","[29 16 14 10 9 8 4 2 2 2 2 2]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","55","[[1 0 0 0] [1 0] [0 0 1 0] [0 0] [1 1 1 1] [1 0 1 0] [0 1] [0 0 1 0] [1 1] [0 1 1 1] [0 1 1 1] [0 1 1 1] [0 1 1 1]]","[39 22 10 8 6 4 3 2 2 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","55","[[0 1 0 0] [1 0 1 1] [1 0] [1 1] [1 1] [1 0 1 1] [1 0 1 1] [0 1] [0 0 1 0] [1 1 0 1] [0 0 1 0] [0 0 1 0] [1 0 1 1] [0 0 1 0] [0 0 1 0]]","[36 20 10 10 6 5 2 2 2 2 1 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","56","[[1 1] [1 1 1 1] [0 1] [0 1 0 0] [1 0 1 0] [1 0] [1 1 1 1] [0 0] [0 1 1 1] [1 1 1 1] [1 1 1 1] [1 1 1 1] [1 1 1 1]]","[41 24 13 7 4 3 2 1 1 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","56","[[1 1] [1 0] [1 0 1 1] [1 0 1 0] [0 0] [0 0] [1 0 0 1] [0 1 0 1] [0 0] [0 1] [0 1 0 1] [0 1 0 1] [0 1 0 1]]","[34 15 14 13 8 5 2 2 2 2 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","57","[[0 0] [1 0] [0 1] [1 1 1 1] [0 1 0 1] [1 0 1 0] [1 1] [1 0 1 0] [1 0 0 0] [1 0 0 0]]","[47 24 8 7 5 3 2 2 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","57","[[1 1 1 1 1 1 1 1] [1 0 1 0] [1 1 1 1] [1 1] [0 1 1 1] [0 1] [0 0] [0 1 0 1] [0 0] [0 1 1 1] [0 1 1 1] [0 1 1 1]]","[33 20 17 13 5 4 2 2 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","58","[[1 1] [0 1] [0 1] [0 0] [1 0] [1 0 1 0] [1 0] [0 0 1 0]]","[47 24 10 10 4 2 2 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","58","[[1 1] [1 0] [1 0 1 0] [0 1 0 0] [0 1] [1 1] [0 0] [0 1 0 1] [0 0] [0 0]]","[36 18 18 13 5 4 3 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","59","[[1 1] [1 0 1 0] [0 1] [1 1 1 1] [1 1] [0 0] [0 1 1 1] [0 0 1 0]]","[43 22 9 9 8 5 3 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","59","[[1 1] [1 0] [0 1] [1 1 1 1] [0 0] [1 0 1 1] [0 1 0 1 0 1 0 1] [1 0 1 1] [0 1 0 1]]","[39 24 13 10 6 4 2 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","60","[[1 1] [1 0] [1 1 1 1] [1 1 1 1] [0 1] [1 0 1 0] [0 0 1 1] [0 1 1 1]]","[46 27 7 7 6 4 2 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","60","[[1 1] [1 0] [0 0] [0 1 0 1] [0 0] [1 0 1 0] [1 1 1 1] [0 1 1 1] [0 0 1 1]]","[36 18 16 10 9 6 2 2 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","61","[[1 1] [1 0] [1 1 1 1] [1 1 1 1] [0 1] [0 0 1 1] [1 0 1 0] [0 0 1 1]]","[41 31 8 8 4 3 3 2]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","61","[[1 1] [1 0] [0 1 0 1] [0 1 1 1 0 1 1 1] [0 0] [0 0] [0 1] [1 0 1 1] [1 0 1 0]]","[44 19 12 7 6 6 3 2 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","62","[[1 1] [0 0 1 1 0 0 1 1] [0 1] [0 0] [0 0 1 1 0 0 1 1] [1 0] [0 0 1 1 0 0 1 1] [1 0 1 0] [0 0 0 1] [0 0 0 1]]","[43 29 9 4 4 4 3 2 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","62","[[0 1] [1 1] [1 0] [1 1 1 1] [1 1 1 1] [1 0 1 1] [0 0 1 0] [0 0] [1 0 1 0] [1 0 1 0] [0 0 1 0]]","[36 22 16 6 5 5 4 2 2 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","63","[[0 1] [1 1 1 1] [1 0] [1 1] [1 1 1 1] [0 1 1 1 0 1 1 1] [1 0 1 0] [0 0 1 1] [1 0 1 0] [1 0 1 0]]","[38 28 14 5 5 4 3 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","63","[[1 1] [1 1] [0 1] [1 0 1 0] [1 1 1 1] [0 1 1 1 0 1 1 1] [0 1 0 1] [1 1 1 0] [0 1 1 1 0 1 1 1] [1 1 1 0] [0 1 0 1]]","[33 24 17 7 7 3 3 2 2 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","64","[[1 1] [1 1 0 1] [1 1 1 1] [0 0] [0 1 1 1 0 1 1 1] [1 0] [0 1] [1 0 1 1] [1 0 1 1] [0 1] [1 0 1 1] [1 0 1 1]]","[48 24 7 5 4 3 3 2 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","64","[[1 1 1 0] [1 0] [1 1] [1 1] [1 0 1 0] [0 1] [1 1 1 1 1 1 1 1] [0 1 0 1] [0 1 1 1 0 1 1 1] [1 1 1 1] [1 1 1 1 1 1 1 1] [0 1 1 1 0 1 1 1]]","[37 18 15 8 5 4 4 3 2 2 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","65","[[1 1] [1 0] [0 1] [1 1 1 1 1 1 1 1] [0 1 1 1] [0 0 0 0] [0 1 1 1 0 1 1 1] [0 1 1 1 0 1 1 1] [0 1 1 1] [0 0] [0 1 1 1 0 1 1 1] [0 1 1 1 0 1 1 1]]","[44 28 7 6 4 3 2 2 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","65","[[1 0] [1 1] [0 1] [1 1 1 0] [1 1 1 0] [1 1 1 1] [0 1 1 1 0 1 1 1] [0 0 0 1] [0 1 1 1 0 1 1 1] [1 1 0 0] [0 0] [0 0] [0 0]]","[38 20 14 6 5 4 3 3 2 2 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","66","[[0 0] [1 1] [1 1 0 1 1 1 1 1] [1 1 1 1 1 1 1 1] [1 0] [0 1] [1 1] [1 1 1 1 1 1 1 1] [0 0 0 0] [0 0 0 0] [0 0 0 0]]","[43 20 13 11 3 3 2 2 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","66","[[1 1] [0 1] [1 0] [1 1 1 1] [0 1 0 1] [1 1 1 1] [0 1 0 0] [1 1 1 1 1 1 1 1] [0 1 0 1] [0 1 0 1] [0 1 0 0] [1 1 1 1 1 1 1 1] [0 1 0 0] [0 1 0 0]]","[39 20 16 4 4 3 3 3 2 2 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","67","[[1 1 1 1] [1 1] [1 0] [0 0] [1 0 1 0] [0 0 0 0] [1 1 1 1 1 1 1 1] [0 0] [1 1 1 1 1 1 1 1] [1 0 1 0] [0 0] [0 0]]","[49 18 10 7 4 4 2 2 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","67","[[1 1 1 0 1 1 1 0] [0 1 1 1] [1 1 1 1 1 1 1 1] [0 1] [0 1 0 1] [1 1 1 1] [1 0] [1 1 1 1] [1 1] [1 1 1 1] [1 1 1 1 1 1 1 1] [1 1 1 1]]","[41 22 14 6 5 4 2 2 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","68","[[1 1] [0 1 0 1] [0 1 0 1] [0 0 1 1] [1 0 1 0] [0 0] [1 1 1 1] [0 0] [0 1] [0 1] [0 0] [0 0]]","[53 15 8 6 6 4 2 2 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","68","[[0 1 0 1] [1 0] [1 1] [0 1] [1 1 1 1] [1 1 1 0 1 1 1 0] [0 0] [1 1 0 1 1 1 0 1] [1 1 1 0 1 1 1 0] [0 0] [0 0]]","[53 14 12 5 4 4 3 2 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","69","[[1 1] [0 1 0 1 0 1 0 1] [1 1 1 1] [0 1] [1 1 1 0] [1 0] [0 0] [0 1] [0 1] [1 0 1 0] [0 1 0 1 0 1 0 1] [0 1 0 1 0 1 0 1]]","[48 18 10 7 5 3 2 2 2 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","69","[[1 1] [1 0] [0 1] [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1] [1 1 1 1] [1 1 1 1 1 1 1 1] [1 1 1 1 1 1 1 1] [1 1 1 1 1 1 1 1] [0 0] [1 1 1 1 1 1 1 1] [1 1 1 1 1 1 1 1] [1 1 1 1 1 1 1 1] [1 1 1 0]]","[45 19 12 9 4 3 2 1 1 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","70","[[1 1] [0 1 0 1] [0 1] [1 0 1 1] [1 0] [1 0 1 1] [0 0] [1 1 1 1 1 1 1 1] [1 1 1 1] [0 0] [0 0]]","[34 21 15 14 5 3 2 2 2 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","70","[[1 1] [1 0] [0 1] [1 1 1 1] [1 1] [0 1 0 1] [1 0 1 1] [0 1 0 1] [0 1 0 1] [0 1 0 1] [0 1 0 1] [0 1 0 1]]","[40 19 13 9 9 4 1 1 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","71","[[1 1] [1 0] [1 1 1 1] [0 1] [1 1 1 1 1 1 1 1] [1 0 1 0] [1 0 1 0] [1 0 0 0] [1 0 0 0] [1 0 1 0] [1 1 1 1 1 1 1 1] [1 1 1 1 1 1 1 1]]","[32 25 17 11 3 3 2 2 2 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","71","[[1 1] [0 0] [1 1 1 1] [0 0] [1 1 1 0 1 1 1 0] [0 1 1 1] [0 1] [0 1 1 1] [1 1 1 0 1 1 1 0] [1 1 1 0 1 1 1 0]]","[47 17 15 7 7 2 2 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","72","[[1 0] [1 1] [1 1 1 1] [0 1] [0 0] [1 1 1 0] [1 0 1 1] [1 0 1 1] [0 1 1 1] [1 0 1 1]]","[29 26 21 10 4 3 2 2 2 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","72","[[1 1] [1 0 1 0] [1 1 1 1] [0 0] [0 0] [0 1 0 1] [0 1] [1 1 0 1] [1 0]]","[39 20 16 12 6 3 2 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","73","[[1 0] [1 1] [0 0] [0 1 0 1] [1 1 0 1] [0 1] [1 1 0 1] [1 1 1 1] [1 1 1 0]]","[31 26 17 9 6 4 3 3 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","73","[[1 1] [1 0] [0 1] [1 1 1 1] [0 0] [0 1 0 1] [0 0] [0 1 1 1] [0 1 1 1]]","[38 22 17 11 6 2 2 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","74","[[1 0] [1 1 0 1] [1 1] [0 1] [0 1 1 0 0 1 1 0] [1 1 1 1] [1 1 0 1] [0 0] [1 1 0 1] [1 1 0 1] [1 1 0 1] [0 0]]","[38 20 17 10 6 2 2 1 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","74","[[1 0] [0 1] [1 1] [0 1 0 1] [1 0 1 0] [1 1 1 1] [0 0] [1 1 1 1 1 1 1 1] [0 1 1 1]]","[34 23 15 12 6 4 3 2 1]"
